,event name,Classification,genre,venue,Date,Zip code,City,State
55,Rodgers + Hammerstein's Cinderella (Touring),Arts & Theatre,Theatre,Miller High Life Theatre,2018-11-10,53203,Milwaukee,Wisconsin
56,Hoodie Allen,Music,Hip-Hop/Rap,The Rave-Eagles Club,2018-10-26,53233,Milwaukee,Wisconsin
57,Weezer,Music,Alternative,The Rave-Eagles Club,2018-08-17,53233,Milwaukee,Wisconsin
58,The Family Stone,Music,R&B,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-09-21,53202,Milwaukee,Wisconsin
59,Jason Mraz,Music,Alternative,Riverside Theatre - WI,2018-12-07,53203,Milwaukee,Wisconsin
60,Hip Hop Royalty Tour,Music,Hip-Hop/Rap,Miller High Life Theatre,2018-10-06,53203,Milwaukee,Wisconsin
61,25th PBR: Unleash the Beast ARIAT Invitational,Sports,Rodeo,Fiserv Forum,2018-10-07,53203,Milwaukee,Wisconsin
62,Brett Eldredge,Music,Country,Riverside Theatre,2018-10-06,53203,Milwaukee,Wisconsin
63,Ray LaMontagne,Music,Country,Riverside Theatre - WI,2018-10-27,53203,Milwaukee,Wisconsin
64,Lil Dicky,Music,Hip-Hop/Rap,The Rave-Eagles Club,2018-10-13,53233,Milwaukee,Wisconsin
65,Gladys Knight,Music,R&B,Pabst Theater,2018-08-17,53202,Milwaukee,Wisconsin
66,Dr. Seuss' How the Grinch Stole Christmas! The Musical (Touring),Arts & Theatre,Theatre,Uihlein Hall Marcus Center,2018-11-25,53202,Milwaukee,Wisconsin
67,Cafe Tacuba,Music,World,The Rave-Eagles Club,2018-09-18,53233,Milwaukee,Wisconsin
68,Supertramp's Roger Hodgson with Orchestra,Music,Rock,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-11-08,53202,Milwaukee,Wisconsin
69,Supertramp's Roger Hodgson with Orchestra,Music,Rock,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-11-06,53202,Milwaukee,Wisconsin
70,Dr. Seuss' How the Grinch Stole Christmas! The Musical (Touring),Arts & Theatre,Theatre,Uihlein Hall Marcus Center,2018-11-24,53202,Milwaukee,Wisconsin
71,More Holiday Tales with John McGivern,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-11-30,53202,Milwaukee,Wisconsin
72,Lil Baby w/ YK Osiris,Music,Other,The Rave-Eagles Club,2018-08-25,53233,Milwaukee,Wisconsin
73,More Holiday Tales with John McGivern,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-12-08,53202,Milwaukee,Wisconsin
74,More Holiday Tales with John McGivern,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-12-07,53202,Milwaukee,Wisconsin
75,More Holiday Tales with John McGivern,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-11-29,53202,Milwaukee,Wisconsin
76,Supertramp's Roger Hodgson with Orchestra,Music,Rock,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-11-09,53202,Milwaukee,Wisconsin
77,More Holiday Tales with John McGivern,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-12-01,53202,Milwaukee,Wisconsin
78,Dr. Seuss' How the Grinch Stole Christmas! The Musical (Touring),Arts & Theatre,Theatre,Uihlein Hall Marcus Center,2018-11-24,53202,Milwaukee,Wisconsin
79,Lil Xan,Music,Other,The Rave-Eagles Club,2018-10-03,53233,Milwaukee,Wisconsin
80,Supertramp's Roger Hodgson with Orchestra,Music,Rock,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-11-07,53202,Milwaukee,Wisconsin
81,Lamb of God,Music,Rock,The Rave-Eagles Club,2018-08-08,53233,Milwaukee,Wisconsin
82,The Killers Plus Special Guest Violent Femmes,Music,Rock,Fiserv Forum,2018-09-04,53203,Milwaukee,Wisconsin
83,Chicago Cubs at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-03,53214,Milwaukee,Wisconsin
84,Becoming Kareem,Arts & Theatre,Miscellaneous Theatre,Uihlein Hall Marcus Center,2018-09-07,53202,Milwaukee,Wisconsin
85,Pete Lee,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-08-11,53202,Milwaukee,Wisconsin
86,Pete Lee,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-08-11,53202,Milwaukee,Wisconsin
87,Dr. Seuss' How the Grinch Stole Christmas! The Musical (Touring),Arts & Theatre,Theatre,Uihlein Hall Marcus Center,2018-11-25,53202,Milwaukee,Wisconsin
88,Sebastian Maniscalco,Arts & Theatre,Miscellaneous,Riverside Theatre - WI,2018-09-27,53203,Milwaukee,Wisconsin
89,Dr. Seuss' How the Grinch Stole Christmas! The Musical (Touring),Arts & Theatre,Theatre,Uihlein Hall Marcus Center,2018-11-20,53202,Milwaukee,Wisconsin
90,Dr. Seuss' How the Grinch Stole Christmas! The Musical (Touring),Arts & Theatre,Theatre,Uihlein Hall Marcus Center,2018-11-23,53202,Milwaukee,Wisconsin
91,American Girl Live,Miscellaneous,Family,Wilson Theater at Vogel Hall,2019-05-18,53203,Milwaukee,Wisconsin
92,Dr. Seuss' How the Grinch Stole Christmas! The Musical (Touring),Arts & Theatre,Theatre,Uihlein Hall Marcus Center,2018-11-21,53202,Milwaukee,Wisconsin
93,Hannibal Buress,Arts & Theatre,Miscellaneous,Riverside Theatre - WI,2018-09-22,53203,Milwaukee,Wisconsin
94,Moscow Ballet's Great Russian Nutcracker,Arts & Theatre,Dance,Miller High Life Theatre,2018-11-29,53203,Milwaukee,Wisconsin
95,Dr. Seuss' How the Grinch Stole Christmas! The Musical (Touring),Arts & Theatre,Theatre,Uihlein Hall Marcus Center,2018-11-23,53202,Milwaukee,Wisconsin
96,AJR,Music,Pop,Eagles Ballroom,2018-11-09,53233,Milwaukee,Wisconsin
97,Bonkerz Comedy All-Stars,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-08-25,53202,Milwaukee,Wisconsin
98,Ben Rector,Music,Alternative,Pabst Theater,2018-10-07,53202,Milwaukee,Wisconsin
99,Andrew Schulz,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-10-13,53202,Milwaukee,Wisconsin
100,Frankie Valli & The Four Seasons,Music,Rock,Riverside Theatre - WI,2018-11-02,53203,Milwaukee,Wisconsin
101,American Idols Live,Music,Pop,Riverside Theatre - WI,2018-09-06,53203,Milwaukee,Wisconsin
102,Hal Sparks,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-09-08,53202,Milwaukee,Wisconsin
103,Andrew Schulz,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-10-13,53202,Milwaukee,Wisconsin
104,Joe MacHi,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-11-10,53202,Milwaukee,Wisconsin
105,Hal Sparks,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-09-08,53202,Milwaukee,Wisconsin
106,More Holiday Tales with John McGivern,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-12-08,53202,Milwaukee,Wisconsin
107,More Holiday Tales with John McGivern,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-12-01,53202,Milwaukee,Wisconsin
108,Dr. Seuss' How the Grinch Stole Christmas! The Musical (Touring),Arts & Theatre,Theatre,Uihlein Hall Marcus Center,2018-11-24,53202,Milwaukee,Wisconsin
109,Lucia Micarelli,Arts & Theatre,Classical,Wilson Theater at Vogel Hall,2018-10-13,53203,Milwaukee,Wisconsin
110,San Francisco Giants at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-07,53214,Milwaukee,Wisconsin
111,San Francisco Giants at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-08,53214,Milwaukee,Wisconsin
112,San Francisco Giants at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-09,53214,Milwaukee,Wisconsin
113,American Girl Live,Miscellaneous,Family,Wilson Theater at Vogel Hall,2019-05-14,53203,Milwaukee,Wisconsin
114,Return Of The Kings,Music,Hip-Hop/Rap,Miller High Life Theatre,2018-11-17,53203,Milwaukee,Wisconsin
115,Celtic Thunder,Music,World,Riverside Theatre - WI,2018-10-13,53203,Milwaukee,Wisconsin
116,American Girl Live,Miscellaneous,Family,Wilson Theater at Vogel Hall,2019-05-18,53203,Milwaukee,Wisconsin
117,A Conversation With DJ Kool Herc,Music,Hip-Hop/Rap,Miller High Life Theatre,2018-08-24,53203,Milwaukee,Wisconsin
118,Cincinnati Reds at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-08-20,53214,Milwaukee,Wisconsin
119,Cincinnati Reds at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-08-21,53214,Milwaukee,Wisconsin
120,Cincinnati Reds at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-08-22,53214,Milwaukee,Wisconsin
121,Cincinnati Reds at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-17,53214,Milwaukee,Wisconsin
122,Cincinnati Reds at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-18,53214,Milwaukee,Wisconsin
123,Cincinnati Reds at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-19,53214,Milwaukee,Wisconsin
124,Milwaukee Bucks vs. Chicago Bulls,Sports,Basketball,Fiserv Forum,2018-10-03,53203,Milwaukee,Wisconsin
125,Milwaukee Ballet presents Dracula,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2018-10-27,53202,Milwaukee,Wisconsin
126,Milwaukee Ballet presents Dracula,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2018-10-27,53202,Milwaukee,Wisconsin
127,Chvrches,Music,Pop,Riverside Theatre - WI,2018-10-04,53203,Milwaukee,Wisconsin
128,American Girl Live,Miscellaneous,Family,Wilson Theater at Vogel Hall,2019-05-19,53203,Milwaukee,Wisconsin
129,Suemo: A Dance Experience,Arts & Theatre,Dance,Wilson Theater at Vogel Hall,2018-08-12,53203,Milwaukee,Wisconsin
130,Jeff Tweedy,Music,Country,Pabst Theater,2018-09-19,53202,Milwaukee,Wisconsin
131,LeCrae w/ Andy Mineo,Music,Other,The Rave-Eagles Club,2018-10-19,53233,Milwaukee,Wisconsin
132,American Girl Live,Miscellaneous,Family,Wilson Theater at Vogel Hall,2019-05-17,53203,Milwaukee,Wisconsin
133,Father John Misty w/ King Tuff,Music,Country,Pabst Theater,2018-09-20,53202,Milwaukee,Wisconsin
134,Temptations,Music,R&B,Wisconsin State Fair,2018-08-09,53214,Milwaukee,Wisconsin
135,Milwaukee Ballet presents Dracula,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2018-10-26,53202,Milwaukee,Wisconsin
136,American Girl Live,Miscellaneous,Family,Wilson Theater at Vogel Hall,2019-05-18,53203,Milwaukee,Wisconsin
137,Courtney Barnett w/ Waxahatchee,Music,Alternative,Pabst Theater,2018-10-17,53202,Milwaukee,Wisconsin
138,Milwaukee Ballet presents Dracula,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2018-10-28,53202,Milwaukee,Wisconsin
139,Pittsburgh Pirates at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-08-24,53214,Milwaukee,Wisconsin
140,Pittsburgh Pirates at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-08-25,53214,Milwaukee,Wisconsin
141,Pittsburgh Pirates at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-08-26,53214,Milwaukee,Wisconsin
142,Chicago Cubs at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-04,53214,Milwaukee,Wisconsin
143,Chicago Cubs at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-05,53214,Milwaukee,Wisconsin
144,Riley Green,Music,Other,The Rave-Eagles Club,2018-09-06,53233,Milwaukee,Wisconsin
145,Pittsburgh Pirates at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-14,53214,Milwaukee,Wisconsin
146,Pittsburgh Pirates at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-15,53214,Milwaukee,Wisconsin
147,Pittsburgh Pirates at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-09-16,53214,Milwaukee,Wisconsin
148,Milwaukee Ballet presents Dracula,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2018-10-25,53202,Milwaukee,Wisconsin
149,Milwaukee Symphony Orchestra w/ Harry Potter and the Prisoner of Azkaban,Music,Classical,Riverside Theatre - WI,2018-12-15,53203,Milwaukee,Wisconsin
150,Milwaukee Ballet Presents the Nutcracker,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2018-12-08,53202,Milwaukee,Wisconsin
151,American Girl Live,Miscellaneous,Family,Wilson Theater at Vogel Hall,2019-05-15,53203,Milwaukee,Wisconsin
152,King Solomon Lives,Arts & Theatre,Theatre,Miller High Life Theatre,2018-09-23,53203,Milwaukee,Wisconsin
153,Blues Traveler,Music,Alternative,Pabst Theater,2018-11-01,53202,Milwaukee,Wisconsin
154,Jacob Sartorius,Music,Other,Turner Hall Ballroom,2018-08-30,53203,Milwaukee,Wisconsin
155,Hasan Minhaj,Arts & Theatre,Miscellaneous,Pabst Theater,2018-09-09,53202,Milwaukee,Wisconsin
156,Owl City,Music,Dance/Electronic,The Rave-Eagles Club,2018-09-13,53233,Milwaukee,Wisconsin
157,Milwaukee Symphony Orchestra w/ Harry Potter and the Prisoner of Azkaban,Music,Classical,Riverside Theatre - WI,2018-12-14,53203,Milwaukee,Wisconsin
158,Milwaukee Ballet presents A Midsummer Night's Dream,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2019-05-31,53202,Milwaukee,Wisconsin
159,Milwaukee Ballet presents A Midsummer Night's Dream,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2019-06-01,53202,Milwaukee,Wisconsin
160,Milwaukee Ballet presents A Midsummer Night's Dream,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2019-06-02,53202,Milwaukee,Wisconsin
161,American Girl Live,Miscellaneous,Family,Wilson Theater at Vogel Hall,2019-05-16,53203,Milwaukee,Wisconsin
162,Lyle Lovett,Music,Country,Pabst Theater,2018-10-10,53202,Milwaukee,Wisconsin
163,Milwaukee Ballet Presents the Nutcracker,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2018-12-15,53202,Milwaukee,Wisconsin
164,Neck Deep,Music,Other,The Rave-Eagles Club,2018-10-05,53233,Milwaukee,Wisconsin
165,San Diego Padres at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-08-07,53214,Milwaukee,Wisconsin
166,San Diego Padres at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-08-08,53214,Milwaukee,Wisconsin
167,San Diego Padres at Milwaukee Brewers,Sports,Baseball,Miller Park,2018-08-09,53214,Milwaukee,Wisconsin
168,Blackberry Smoke,Music,Country,Pabst Theater,2018-08-07,53202,Milwaukee,Wisconsin
169,Dark Star Orchestra,Music,Rock,Riverside Theatre - WI,2018-09-28,53203,Milwaukee,Wisconsin
170,Milwaukee Ballet presents A Midsummer Night's Dream,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2019-06-01,53202,Milwaukee,Wisconsin
171,Mastodon w/ Dinosaur Jr,Music,Rock,The Rave-Eagles Club,2018-09-11,53233,Milwaukee,Wisconsin
172,Milwaukee Ballet Presents the Nutcracker,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2018-12-08,53202,Milwaukee,Wisconsin
173,Milwaukee Ballet Presents the Nutcracker,Arts & Theatre,Dance,Uihlein Hall Marcus Center,2018-12-15,53202,Milwaukee,Wisconsin
174,Milwaukee Symphony Orchestra w/ Harry Potter and the Prisoner of Azkaban,Music,Classical,Riverside Theatre - WI,2018-12-16,53203,Milwaukee,Wisconsin
175,Zeshan B.,Arts & Theatre,Theatre,Wilson Theater at Vogel Hall,2018-09-15,53203,Milwaukee,Wisconsin
176,Guitar Legend Dick Dale,Music,Rock,Shank Hall,2018-08-09,53202,Milwaukee,Wisconsin
177,Kinky Friedman,Music,Country,Shank Hall,2018-08-06,53202,Milwaukee,Wisconsin
178,The Family Crest,Music,Other,Colectivo Coffee,2018-08-09,53202,Milwaukee,Wisconsin
179,Chris Robinson,Music,Alternative,Turner Hall Ballroom,2018-08-09,53203,Milwaukee,Wisconsin
180,Josie Dunne,Music,Other,Colectivo Coffee,2018-08-10,53202,Milwaukee,Wisconsin
181,Sunny Sweeney,Music,Country,The Rave-Eagles Club,2018-08-10,53233,Milwaukee,Wisconsin
182,Har Mar Superstar,Music,Other,Colectivo Coffee,2018-08-11,53202,Milwaukee,Wisconsin
183,The Spill Canvas,Music,Other,Miramar Theatre,2018-08-12,53211,Milwaukee,Wisconsin
184,Pokey LaFarge,Music,Rock,Shank Hall,2018-08-13,53202,Milwaukee,Wisconsin
185,The Richard Lloyd Group,Music,Rock,Shank Hall,2018-08-14,53202,Milwaukee,Wisconsin
186,Michigan Rattlers,Music,Folk,Shank Hall,2018-08-18,53202,Milwaukee,Wisconsin
187,"Statiqbloom, Project .44, Replicant, Plvgues",Music,Pop,Club Anything (The Local),2018-08-18,53204,Milwaukee,Wisconsin
188,Joan of Arc,Music,Alternative,Colectivo Coffee,2018-08-18,53202,Milwaukee,Wisconsin
189,Shelby Lynne,Music,Blues,Shank Hall,2018-08-19,53202,Milwaukee,Wisconsin
190,Yacht Rock Revue,Music,Other,Turner Hall Ballroom,2018-08-19,53203,Milwaukee,Wisconsin
191,Danielle Nicole (Fromtrampled Under Foot),Music,Rock,Shank Hall,2018-08-21,53202,Milwaukee,Wisconsin
192,Birdtalker,Music,Rock,Shank Hall,2018-08-22,53202,Milwaukee,Wisconsin
193,Chuck Prophet and the Mission Express,Music,Rock,Shank Hall,2018-08-23,53202,Milwaukee,Wisconsin
194,Pedro the Lion's David Bazan,Music,Other,Turner Hall Ballroom,2018-08-23,53203,Milwaukee,Wisconsin
195,Chuck Prophet,Music,Other,Shank Hall,2018-08-23,53202,Milwaukee,Wisconsin
196,The Producers,Music,Rock,Shank Hall,2018-08-24,53202,Milwaukee,Wisconsin
197,Casey Donahew Band,Music,Other,The Rave-Eagles Club,2018-08-25,53233,Milwaukee,Wisconsin
198,Bonkerz Comedy All-Stars,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-08-25,53202,Milwaukee,Wisconsin
199,Ben Haggard,Music,Country,Shank Hall,2018-08-26,53202,Milwaukee,Wisconsin
200,Ben Haggard,Music,Other,Shank Hall,2018-08-26,53202,Milwaukee,Wisconsin
201,Jigjam,Music,Folk,Shank Hall,2018-08-27,53202,Milwaukee,Wisconsin
202,Steve 'n' Seagulls,Music,Country,Shank Hall,2018-09-04,53202,Milwaukee,Wisconsin
203,Steve 'N' Seagulls,Music,Other,Shank Hall,2018-09-04,53202,Milwaukee,Wisconsin
204,"Juice, Joe Hertler & the Rainbow Seekers",Music,R&B,Shank Hall,2018-09-05,53202,Milwaukee,Wisconsin
205,"Yes - Feat: J Anderson, T Rabin, R Wakeman",Music,Other,Riverside Theatre - WI,2018-09-05,53203,Milwaukee,Wisconsin
206,Neko Case w/ Thao & The Get Down Stay Down,Music,Country,Pabst Theater,2018-09-05,53202,Milwaukee,Wisconsin
207,Satsang,Music,Folk,Shank Hall,2018-09-06,53202,Milwaukee,Wisconsin
208,Sales,Music,Other,Colectivo Coffee,2018-09-06,53202,Milwaukee,Wisconsin
209,Frederick the Younger,Music,Rock,Shank Hall,2018-09-07,53202,Milwaukee,Wisconsin
210,Amanda Shires,Music,Country,Colectivo Coffee,2018-09-07,53202,Milwaukee,Wisconsin
211,Mondo Lucha,Sports,Miscellaneous,Turner Hall Ballroom,2018-09-07,53203,Milwaukee,Wisconsin
212,S. Carey,Music,Country,Colectivo Coffee,2018-09-08,53202,Milwaukee,Wisconsin
213,Naughty Professor,Music,R&B,Shank Hall,2018-09-12,53202,Milwaukee,Wisconsin
214,James Lee Stanley,Music,Pop,Shank Hall,2018-09-13,53202,Milwaukee,Wisconsin
215,Blue Beatles,Music,Blues,Shank Hall,2018-09-14,53202,Milwaukee,Wisconsin
216,White Denim,Music,Other,The Rave-Eagles Club,2018-09-14,53233,Milwaukee,Wisconsin
217,Florentine Opera's Season Sampler,Arts & Theatre,Opera,The Wayne & Kristine Lueders Florentine Opera Center,2018-09-14,53212,Milwaukee,Wisconsin
218,Lucy Spraggan,Music,Pop,Shank Hall,2018-09-15,53202,Milwaukee,Wisconsin
219,Lucy Spraggan,Music,Other,Shank Hall,2018-09-15,53202,Milwaukee,Wisconsin
220,Florentine Opera's Season Sampler,Arts & Theatre,Opera,The Wayne & Kristine Lueders Florentine Opera Center,2018-09-15,53212,Milwaukee,Wisconsin
221,Charly Bliss,Music,Other,Colectivo Coffee,2018-09-17,53202,Milwaukee,Wisconsin
222,Terry Bozzio Reality Tour,Music,Jazz,Shank Hall,2018-09-19,53202,Milwaukee,Wisconsin
223,Israel Nash,Music,Other,Colectivo Coffee,2018-09-19,53202,Milwaukee,Wisconsin
224,Liz Vice / Propaganda,Music,R&B,Shank Hall,2018-09-20,53202,Milwaukee,Wisconsin
225,Flint Eastwood,Music,Other,Colectivo Coffee,2018-09-21,53202,Milwaukee,Wisconsin
226,Angra,Music,Rock,Miramar Theatre,2018-09-21,53211,Milwaukee,Wisconsin
227,Tallan Noble Latz Presents His 4th Annual Stevie Ray Vaughan Tribute S,Music,Rock,Shank Hall,2018-09-22,53202,Milwaukee,Wisconsin
228,Eliot Chang,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-09-22,53202,Milwaukee,Wisconsin
229,Eliot Chang,Arts & Theatre,Comedy,Potawatomi Hotel & Casino/Northern Lights Theater/Event Center,2018-09-22,53202,Milwaukee,Wisconsin
230,MC50,Music,Other,Turner Hall Ballroom,2018-09-25,53203,Milwaukee,Wisconsin
231,Henry Rollins,Music,Rock,Turner Hall Ballroom,2018-09-26,53203,Milwaukee,Wisconsin
232,SYML,Music,Other,Colectivo Coffee,2018-09-26,53202,Milwaukee,Wisconsin
233,Frankie Cosmos,Music,Alternative,Colectivo Coffee,2018-09-27,53202,Milwaukee,Wisconsin
234,Wookiefoot 20 Year Anniversary Show,Music,Reggae,Shank Hall,2018-09-28,53202,Milwaukee,Wisconsin
235,Peter Mulvey,Music,Other,Colectivo Coffee,2018-09-28,53202,Milwaukee,Wisconsin
236,Phun (Phish Tribute),Music,Rock,Shank Hall,2018-09-29,53202,Milwaukee,Wisconsin
237,Greensky Bluegrass,Music,Other,Riverside Theatre - WI,2018-09-29,53203,Milwaukee,Wisconsin
238,The Marcus King Band,Music,Other,Turner Hall Ballroom,2018-09-30,53203,Milwaukee,Wisconsin
239,Carbon Leaf,Music,Alternative,Colectivo Coffee,2018-10-03,53202,Milwaukee,Wisconsin
240,Eleanor Friedberger,Music,Other,Colectivo Coffee,2018-10-04,53202,Milwaukee,Wisconsin
241,Iron and Wine,Music,Alternative,Pabst Theater,2018-10-04,53202,Milwaukee,Wisconsin
242,Robbie Fulks,Music,Other,Colectivo Coffee,2018-10-05,53202,Milwaukee,Wisconsin
243,Kick - the Inxs Experience,Music,Pop,Shank Hall,2018-10-06,53202,Milwaukee,Wisconsin
244,Ryley Walker,Music,Other,Colectivo Coffee,2018-10-06,53202,Milwaukee,Wisconsin
245,Zhu,Music,Other,The Rave-Eagles Club,2018-10-10,53233,Milwaukee,Wisconsin
246,Subdudes,Music,Alternative,Turner Hall Ballroom,2018-10-11,53203,Milwaukee,Wisconsin
247,"Big Bang Baby (STP Tribute), Ten (Pearl Jam Tribute), Super Unknown (S",Music,Rock,Shank Hall,2018-10-12,53202,Milwaukee,Wisconsin
248,DJ Pauly D,Music,Other,The Rave-Eagles Club,2018-10-12,53233,Milwaukee,Wisconsin
249,Liz Phair,Music,Alternative,Turner Hall Ballroom,2018-10-12,53203,Milwaukee,Wisconsin
250,Kansas,Music,Rock,Pabst Theater,2018-10-12,53202,Milwaukee,Wisconsin
251,Prince Of Players,Arts & Theatre,Opera,Uihlein Hall Marcus Center,2018-10-12,53202,Milwaukee,Wisconsin
252,Think Floyd Usa,Music,Rock,Shank Hall,2018-10-13,53202,Milwaukee,Wisconsin
253,Simple Minds,Music,Alternative,Pabst Theater,2018-10-13,53202,Milwaukee,Wisconsin
254,Alex Clare,Music,Rock,Shank Hall,2018-10-14,53202,Milwaukee,Wisconsin
255,Alex Clare,Music,Dance/Electronic,Shank Hall,2018-10-14,53202,Milwaukee,Wisconsin
256,Prince Of Players,Arts & Theatre,Opera,Uihlein Hall Marcus Center,2018-10-14,53202,Milwaukee,Wisconsin
257,Mo Lowda & the Humble,Music,Rock,Shank Hall,2018-10-16,53202,Milwaukee,Wisconsin
258,The Church,Music,Alternative,Turner Hall Ballroom,2018-10-16,53203,Milwaukee,Wisconsin
259,Something Rotten!,Arts & Theatre,Undefined,Uihlein Hall at Marcus Center,2018-10-16,53202,Milwaukee,Wisconsin
260,moe.,Music,Blues,Turner Hall Ballroom,2018-10-17,53203,Milwaukee,Wisconsin
261,Something Rotten!,Arts & Theatre,Undefined,Uihlein Hall at Marcus Center,2018-10-17,53202,Milwaukee,Wisconsin
262,Reina Del Cid,Music,Rock,Shank Hall,2018-10-18,53202,Milwaukee,Wisconsin
263,Something Rotten!,Arts & Theatre,Undefined,Uihlein Hall at Marcus Center,2018-10-18,53202,Milwaukee,Wisconsin
264,Steven Page Trio,Music,Pop,Shank Hall,2018-10-19,53202,Milwaukee,Wisconsin
265,Thunderp***y,Music,Other,The Rave-Eagles Club,2018-10-19,53233,Milwaukee,Wisconsin
266,Charlotte Lawrence,Music,Other,Colectivo Coffee,2018-10-19,53202,Milwaukee,Wisconsin
267,Something Rotten!,Arts & Theatre,Undefined,Uihlein Hall at Marcus Center,2018-10-19,53202,Milwaukee,Wisconsin
268,"wellRED Comedy Tour: Trae Crowder, Drew Morgan, Corey Forrester",Arts & Theatre,Comedy,Pabst Theater,2018-10-19,53203,Milwaukee,Wisconsin
269,Davina and the Vagabonds,Music,Blues,Shank Hall,2018-10-20,53202,Milwaukee,Wisconsin
270,Something Rotten!,Arts & Theatre,Undefined,Uihlein Hall at Marcus Center,2018-10-20,53202,Milwaukee,Wisconsin
271,Something Rotten!,Arts & Theatre,Undefined,Uihlein Hall at Marcus Center,2018-10-20,53202,Milwaukee,Wisconsin
272,Max Frost,Music,R&B,Colectivo Coffee,2018-10-21,53202,Milwaukee,Wisconsin
273,Something Rotten!,Arts & Theatre,Undefined,Uihlein Hall at Marcus Center,2018-10-21,53202,Milwaukee,Wisconsin
274,Something Rotten!,Arts & Theatre,Undefined,Uihlein Hall at Marcus Center,2018-10-21,53202,Milwaukee,Wisconsin
275,Soft MacHine,Music,Rock,Shank Hall,2018-10-22,53202,Milwaukee,Wisconsin
276,Matt Hire / JD Eicher / Dan Rodriguez,Music,Pop,Shank Hall,2018-10-25,53202,Milwaukee,Wisconsin
277,Watsky w/ Chukwudi Hodge,Music,Other,The Rave-Eagles Club,2018-10-25,53233,Milwaukee,Wisconsin
278,The Milk Carton Kids w/ The Barr Brothers,Music,Country,Pabst Theater,2018-10-25,53202,Milwaukee,Wisconsin
279,Thunderstruck - Americas Ac/DC Tribute Band,Music,Rock,Shank Hall,2018-10-26,53202,Milwaukee,Wisconsin
280,The Weight,Music,Other,Turner Hall Ballroom,2018-10-26,53203,Milwaukee,Wisconsin
