,event name,Classification,genre,venue,Date,Zip code,City,State
940,Heartbreak Hotel (Chicago),Arts & Theatre,Theatre,Broadway Playhouse at Water Tower Place,2018-09-02,60611,Chicago,Illinois
941,Late Nite Catechism,Arts & Theatre,Theatre,Royal George Theatre,2018-08-05,60614,Chicago,Illinois
942,Riot Fest,Miscellaneous,Fairs & Festivals,Douglas Park,2018-09-16,60623,Chicago,Illinois
943,World Famous Gospel Brunch at House of Blues (CHI),Music,Religious,House of Blues Chicago presented by Cricket Wireless,2018-09-16,60654,Chicago,Illinois
944,World Famous Gospel Brunch at House of Blues (CHI),Music,Religious,House of Blues Chicago presented by Cricket Wireless,2018-08-26,60654,Chicago,Illinois
945,Waistwatchers The Musical!,Arts & Theatre,Theatre,Royal George Theatre,2018-09-30,60614,Chicago,Illinois
946,Sleigh Bells,Music,Alternative,Metro,2018-08-17,60657,Chicago,Illinois
947,Heartbreak Hotel (Chicago),Arts & Theatre,Theatre,Broadway Playhouse at Water Tower Place,2018-09-09,60611,Chicago,Illinois
948,Heartbreak Hotel (Chicago),Arts & Theatre,Theatre,Broadway Playhouse at Water Tower Place,2018-08-30,60611,Chicago,Illinois
949,Average White Band,Music,Pop,City Winery - Chicago,2018-09-05,60607,Chicago,Illinois
