,event name,Classification,genre,venue,Date,Zip code,City,State
216,Wicked,Arts & Theatre,Undefined,Buell Theatre,2019-06-08,80204,Denver,Colorado
217,Wicked,Arts & Theatre,Undefined,Buell Theatre,2019-06-09,80204,Denver,Colorado
218,Wicked,Arts & Theatre,Undefined,Buell Theatre,2019-06-09,80204,Denver,Colorado
219,Anaheim Ducks at Colorado Avalanche,Sports,Hockey,Pepsi Center,2019-03-15,80204,Denver,Colorado
220,Straight No Chaser,Music,Pop,Paramount Theatre-Colorado,2018-11-02,80204,Denver,Colorado
221,Chvrches,Music,Pop,Ogden Theatre,2018-08-06,80218,Denver,Colorado
222,Lupe Fiasco,Music,Hip-Hop/Rap,Ogden Theatre,2018-08-09,80218,Denver,Colorado
223,Dallas Stars at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-09-26,80204,Denver,Colorado
224,Dallas Stars at Colorado Avalanche,Sports,Hockey,Pepsi Center,2018-12-15,80204,Denver,Colorado
225,Noah Cyrus,Music,Other,The Summit Music Hall,2018-10-13,80202,Denver,Colorado
226,Tyler Childers,Music,Other,Ogden Theatre,2018-11-10,80218,Denver,Colorado
227,J. Cole: KOD Tour 2018,Music,Hip-Hop/Rap,Pepsi Center,2018-09-10,80204,Denver,Colorado
228,Residente,Music,Other,The Summit Music Hall,2018-09-13,80202,Denver,Colorado
229,Goo Goo Dolls,Music,Alternative,Paramount Theatre-Colorado,2018-10-30,80204,Denver,Colorado
230,Wicked,Arts & Theatre,Undefined,Buell Theatre,2019-05-18,80204,Denver,Colorado
231,David Foster,Music,Other,Paramount Theatre-Colorado,2018-08-08,80204,Denver,Colorado
232,Courtney Barnett w/ Waxahatchee,Music,Alternative,Ogden Theatre,2018-09-29,80218,Denver,Colorado
233,The Wombats,Music,Alternative,Ogden Theatre,2018-10-03,80218,Denver,Colorado
234,Courtney Barnett w/ Waxahatchee,Music,Alternative,Ogden Theatre,2018-09-30,80218,Denver,Colorado
235,Leslie Odom Jr.,Music,R&B,Boettcher Hall,2018-10-13,80202,Denver,Colorado
236,Greensky Bluegrass,Music,Other,Ogden Theatre,2018-09-21,80218,Denver,Colorado
237,Pittsburgh Pirates at Colorado Rockies,Sports,Baseball,Coors Field,2018-08-07,80205,Denver,Colorado
238,Pittsburgh Pirates at Colorado Rockies,Sports,Baseball,Coors Field,2018-08-08,80205,Denver,Colorado
239,San Francisco Giants at Colorado Rockies,Sports,Baseball,Coors Field,2018-09-03,80205,Denver,Colorado
240,San Francisco Giants at Colorado Rockies,Sports,Baseball,Coors Field,2018-09-04,80205,Denver,Colorado
241,San Francisco Giants at Colorado Rockies,Sports,Baseball,Coors Field,2018-09-05,80205,Denver,Colorado
