,event name,Classification,genre,venue,Date,Zip code,City,State
241,St. Louis Actors' Studio - 7th Annual LaBute New Theater Festival,Arts & Theatre,Theatre,The Gaslight Theater,2019-07-13,63108,St Louis,Missouri
242,St. Louis Actors' Studio - 7th Annual LaBute New Theater Festival,Arts & Theatre,Theatre,The Gaslight Theater,2019-07-14,63108,St Louis,Missouri
243,St. Louis Actors' Studio - 7th Annual LaBute New Theater Festival,Arts & Theatre,Theatre,The Gaslight Theater,2019-07-27,63108,St Louis,Missouri
244,St. Louis Actors' Studio - 7th Annual LaBute New Theater Festival,Arts & Theatre,Theatre,The Gaslight Theater,2019-07-28,63108,St Louis,Missouri
245,St. Louis Actors' Studio - The Little Foxes,Arts & Theatre,Theatre,The Gaslight Theater,2018-10-04,63108,St Louis,Missouri
246,St. Louis Actors' Studio - Tribes,Arts & Theatre,Theatre,The Gaslight Theater,2018-12-01,63108,St Louis,Missouri
247,St. Louis Actors' Studio - Tribes,Arts & Theatre,Theatre,The Gaslight Theater,2018-12-06,63108,St Louis,Missouri
248,St. Louis Actors' Studio - 7th Annual LaBute New Theater Festival,Arts & Theatre,Theatre,The Gaslight Theater,2019-07-12,63108,St Louis,Missouri
249,St. Louis Actors' Studio - Tribes,Arts & Theatre,Theatre,The Gaslight Theater,2018-12-07,63108,St Louis,Missouri
250,St. Louis Actors' Studio - True West,Arts & Theatre,Theatre,The Gaslight Theater,2019-04-14,63108,St Louis,Missouri
251,St. Louis Actors' Studio - True West,Arts & Theatre,Theatre,The Gaslight Theater,2019-04-18,63108,St Louis,Missouri
252,St. Louis Actors' Studio - The Little Foxes,Arts & Theatre,Theatre,The Gaslight Theater,2018-09-30,63108,St Louis,Missouri
253,St. Louis Actors' Studio - Farragut North,Arts & Theatre,Theatre,The Gaslight Theater,2019-02-14,63108,St Louis,Missouri
254,St. Louis Actors' Studio - 7th Annual LaBute New Theater Festival,Arts & Theatre,Theatre,The Gaslight Theater,2019-07-20,63108,St Louis,Missouri
255,St. Louis Actors' Studio - Tribes,Arts & Theatre,Theatre,The Gaslight Theater,2018-12-02,63108,St Louis,Missouri
256,St. Louis Actors' Studio - Farragut North,Arts & Theatre,Theatre,The Gaslight Theater,2019-02-16,63108,St Louis,Missouri
257,St. Louis Actors' Studio - True West,Arts & Theatre,Theatre,The Gaslight Theater,2019-04-13,63108,St Louis,Missouri
258,Hoodie Allen,Music,Hip-Hop/Rap,Duck Room at Blueberry Hill,2018-10-20,63130,St Louis,Missouri
259,LouFest,Music,Undefined,Festival Plaza on the Upper Muny Grounds - Forest Park,2018-09-08,63110,St. Louis,Missouri
260,Dr. Jordan Peterson: 12 Rules For Life Tour - An Antidote To Chaos,Miscellaneous,Undefined,Stifel Theatre,2018-10-03,63103,St. Louis,Missouri
261,Eilen Jewell,Undefined,Undefined,Off Broadway,2018-08-24,63118,St. Louis,Missouri
262,The Musial Awards presented by Maryville University,Miscellaneous,Undefined,Stifel Theatre,2018-11-17,63103,St. Louis,Missouri
263,Aha Women's Speaker Series,Miscellaneous,Undefined,Stifel Theatre,2018-10-04,63103,St. Louis,Missouri
