,event name,Classification,genre,venue,Date,Zip code,City,State
208,Robyn Hitchcock & The Nashville Fabs,Music,Rock,Neptune Theatre,2018-10-05,98105,Seattle,Washington
209,Cameron Esposito: Person Of Consequence,Arts & Theatre,Comedy,Neptune Theatre,2018-10-14,98105,Seattle,Washington
210,Moscow Ballet's Great Russian Nutcracker,Arts & Theatre,Dance,Paramount Theatre,2018-11-08,98101,Seattle,Washington
211,Good Charlotte,Music,Alternative,Showbox SODO,2018-11-18,98134,Seattle,Washington
212,The Selecter & The English Beat Feat. Ranking Roger,Music,Rock,Neptune Theatre,2018-11-08,98105,Seattle,Washington
213,Songs From The Hymnal: An Evening w/ Brian Fallon & Guest Craig Finn,Music,Rock,Neptune Theatre,2018-10-21,98105,Seattle,Washington
214,Chris Hardwick: Id10t Tour,Arts & Theatre,Comedy,Neptune Theatre,2018-10-26,98105,Seattle,Washington
215,4AD Welcomes Tune-Yards + U.S Girls,Music,Rock,Neptune Theatre,2018-10-23,98105,Seattle,Washington
216,Neal Brennan - Here We Go Tour,Arts & Theatre,Comedy,Neptune Theatre,2018-08-17,98105,Seattle,Washington
217,Geoff Tate's 30th Anniversary of Operation: Mindcrime,Music,Rock,Neptune Theatre,2018-08-29,98105,Seattle,Washington
218,It's Me Again: An Aparna Nancherla Tour,Arts & Theatre,Comedy,Neptune Theatre,2018-09-22,98105,Seattle,Washington
219,Gwar,Music,Rock,Showbox SODO,2018-10-15,98134,Seattle,Washington
220,"August Greene featuring Common, Robert Glasper, Karriem Riggins",Music,Jazz,Paramount Theatre,2018-11-14,98101,Seattle,Washington
221,Seattle Storm vs. New York Liberty,Sports,Basketball,KeyArena,2018-08-17,98109,Seattle,Washington
222,The Legendary Ladies of Motown,Music,R&B,Moore Theatre,2018-11-10,98101,Seattle,Washington
223,Amy Shark,Music,Pop,Neptune Theatre,2018-09-24,98105,Seattle,Washington
224,Seattle Mariners vs. San Diego Padres,Sports,Baseball,Safeco Field,2018-09-12,98134,Seattle,Washington
225,Gary Gulman: Must Be Nice!,Arts & Theatre,Comedy,Neptune Theatre,2018-10-20,98105,Seattle,Washington
226,Clutch,Music,Rock,Showbox SODO,2018-10-07,98134,Seattle,Washington
227,Gregory Alan Isakov,Music,Folk,Moore Theatre,2018-10-09,98101,Seattle,Washington
228,Kodaline - Politics of Living US Tour,Music,Rock,Neptune Theatre,2018-11-20,98105,Seattle,Washington
229,The Future Is 0,Arts & Theatre,Multimedia,Neptune Theatre,2018-08-18,98105,Seattle,Washington
230,Waitress (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-09-11,98101,Seattle,Washington
231,Lily Allen,Music,Pop,Showbox at the Market,2018-11-08,98104,Seattle,Washington
232,Nils Frahm,Music,Rock,Moore Theatre,2019-03-12,98101,Seattle,Washington
233,Allen Stone,Music,R&B,Neptune Theatre,2018-12-16,98105,Seattle,Washington
234,Waitress (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-09-12,98101,Seattle,Washington
235,Waitress (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-09-16,98101,Seattle,Washington
236,Allen Stone,Music,R&B,Neptune Theatre,2018-12-17,98105,Seattle,Washington
237,Waitress (Touring),Arts & Theatre,Theatre,Paramount Theatre,2018-09-15,98101,Seattle,Washington
238,The Distillers,Music,Alternative,Showbox at the Market,2018-09-11,98104,Seattle,Washington
239,Apple Jam: White Album 50th Anniversary Celebration,Music,Undefined,Neptune Theatre,2018-12-01,98105,Seattle,Washington
