,event name,Classification,genre,venue,Date,Zip code,City,State
471,AC2:An Intimate Evening With Anderson Cooper & Andy Cohen,Arts & Theatre,Miscellaneous Theatre,The Colosseum at Caesars Palace,2018-10-26,89109,Las Vegas,Nevada
472,Absinthe,Arts & Theatre,Performance Art,Spiegeltent at Caesars Palace,2018-08-11,89109,Las Vegas,Nevada
473,Fall Out Boy: The M A N I A Tour with Machine Gun Kelly,Music,Rock,MGM Grand Garden Arena,2018-09-28,89109,Las Vegas,Nevada
474,Aubrey And The Three Amigos Tour,Music,Hip-Hop/Rap,MGM Grand Garden Arena,2018-10-05,89109,Las Vegas,Nevada
475,Aubrey And The Three Amigos Tour,Music,Hip-Hop/Rap,MGM Grand Garden Arena,2018-10-06,89109,Las Vegas,Nevada
476,2018 Continental Tire Las Vegas Holiday Invitational,Sports,Basketball,Orleans Arena,2018-11-22,89103,Las Vegas,Nevada
477,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-09-27,89169,Las Vegas,Nevada
478,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-10-27,89169,Las Vegas,Nevada
479,Absinthe,Arts & Theatre,Performance Art,Spiegeltent at Caesars Palace,2018-08-10,89109,Las Vegas,Nevada
480,Absinthe,Arts & Theatre,Performance Art,Spiegeltent at Caesars Palace,2018-08-09,89109,Las Vegas,Nevada
481,Absinthe,Arts & Theatre,Performance Art,Spiegeltent at Caesars Palace,2018-08-18,89109,Las Vegas,Nevada
482,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-09-13,89169,Las Vegas,Nevada
483,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-10-05,89169,Las Vegas,Nevada
484,Absinthe,Arts & Theatre,Performance Art,Spiegeltent at Caesars Palace,2018-08-11,89109,Las Vegas,Nevada
485,National Finals Rodeo,Sports,Miscellaneous,Thomas & Mack Center,2018-12-09,89154,Las Vegas,Nevada
486,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-09-20,89169,Las Vegas,Nevada
487,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-09-05,89169,Las Vegas,Nevada
488,Magic Mike Live,Arts & Theatre,Miscellaneous Theatre,Club Domina at the Hard Rock Hotel & Casino,2018-08-08,89169,Las Vegas,Nevada
