,event name,Classification,genre,venue,Date,Zip code,City,State
914,Jump Little Children,Music,Pop,City Winery - Boston,2018-09-28,02114,Boston,Massachusetts
915,Kenny Werner Quartet featuring Dave Liebman Esperanza Spalding and Ter,Music,Jazz,Scullers Jazz Club,2018-09-29,02134,Boston,Massachusetts
916,Kenny Werner Quartet featuring Dave Liebman Terri Lyne Carrington and,Music,Jazz,Scullers Jazz Club,2018-09-29,02134,Boston,Massachusetts
917,PermaDeath: A Video Game Opera,Arts & Theatre,Miscellaneous,Cutler Majestic Theatre,2018-09-29,02116,Boston,Massachusetts
918,Brian Fallon,Music,Rock,Royale Boston,2018-10-02,02116,Boston,Massachusetts
919,Joey Graceffa,Arts & Theatre,Miscellaneous,Royale Boston,2018-10-03,02116,Boston,Massachusetts
920,Gennext Big Band,Music,Jazz,Scullers Jazz Club,2018-10-04,02134,Boston,Massachusetts
921,Jamie Jones,Music,Dance/Electronic,Bijou,2018-10-05,02116,Boston,Massachusetts
922,George Burton Quintet,Music,Jazz,Scullers Jazz Club,2018-10-05,02134,Boston,Massachusetts
923,George Burton Quintet,Music,Jazz,Scullers Jazz Club,2018-10-05,02134,Boston,Massachusetts
924,T. S. Monk,Music,Jazz,Scullers Jazz Club,2018-10-06,02134,Boston,Massachusetts
925,T S Monk,Music,Jazz,Scullers Jazz Club,2018-10-06,02134,Boston,Massachusetts
926,Acadia Axemen Hockey at Boston University Terriers Mens Ice Hockey,Sports,Hockey,Agganis Arena,2018-10-06,02215,Boston,Massachusetts
927,Mystery Science Theater 3000,Arts & Theatre,Miscellaneous,Shubert Theatre-MA,2018-10-10,02116,Boston,Massachusetts
928,Grant Lee Phillips w/ Josh Rouse,Music,Country,City Winery - Boston,2018-10-10,02114,Boston,Massachusetts
929,Milo Greene,Music,Rock,Brighton Music Hall,2018-10-10,02134,Boston,Massachusetts
930,The Messenger Legacy Band Celebrates the 99th Birthday of Art Blakey,Music,Jazz,Scullers Jazz Club,2018-10-11,02134,Boston,Massachusetts
931,JJ Grey,Music,Other,City Winery - Boston,2018-10-11,02114,Boston,Massachusetts
932,Christian Sands,Music,Jazz,Scullers Jazz Club,2018-10-12,02134,Boston,Massachusetts
